,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
800539,2020-01-20,Gyeongsangbuk-do,Andong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800512,2020-01-20,Gyeonggi-do,Ansan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800513,2020-01-20,Gyeonggi-do,Anseong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800514,2020-01-20,Gyeonggi-do,Anyang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800476,2020-01-20,Chungcheongnam-do,Asan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800540,2020-01-20,Gyeongsangbuk-do,Bonghwa,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800515,2020-01-20,Gyeonggi-do,Bucheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800394,2020-01-20,Busan,Buk,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800410,2020-01-20,Daegu,Buk,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800419,2020-01-20,Gwangju,Buk,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800424,2020-01-20,Ulsan,Buk,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800437,2020-01-20,Incheon,Bupyeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800395,2020-01-20,Busan,Busan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800396,2020-01-20,Busan,Busanjin,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800477,2020-01-20,Chungcheongnam-do,Buyeo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800497,2020-01-20,Gyeongsangnam-do,Changnyeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800498,2020-01-20,Gyeongsangnam-do,Changwon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800478,2020-01-20,Chungcheongnam-do,Cheonan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800541,2020-01-20,Gyeongsangbuk-do,Cheongdo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800469,2020-01-20,Chungcheongbuk-do,Cheongju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800542,2020-01-20,Gyeongsangbuk-do,Cheongsong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800485,2020-01-20,Gangwon-do,Cheorwon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800543,2020-01-20,Gyeongsangbuk-do,Chilgok,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800486,2020-01-20,Gangwon-do,Chuncheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800470,2020-01-20,Chungcheongbuk-do,Chungju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800432,2020-01-20,Daejeon,Daedeok,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800415,2020-01-20,Daegu,Daegu,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800416,2020-01-20,Daegu,Dalseo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800417,2020-01-20,Daegu,Dalseong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800471,2020-01-20,Chungcheongbuk-do,Danyang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800446,2020-01-20,Seoul,Dobong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800397,2020-01-20,Busan,Dong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800411,2020-01-20,Daegu,Dong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800420,2020-01-20,Gwangju,Dong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800425,2020-01-20,Ulsan,Dong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800429,2020-01-20,Daejeon,Dong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800434,2020-01-20,Incheon,Dong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800447,2020-01-20,Seoul,Dongdaemun,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800516,2020-01-20,Gyeonggi-do,Dongducheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800448,2020-01-20,Seoul,Dongjak,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800398,2020-01-20,Busan,Dongnae,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800472,2020-01-20,Chungcheongbuk-do,Eumseong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800449,2020-01-20,Seoul,Eunpyeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800450,2020-01-20,Seoul,Gangbuk,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800451,2020-01-20,Seoul,Gangdong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800438,2020-01-20,Incheon,Ganghwa,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800452,2020-01-20,Seoul,Gangnam,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800487,2020-01-20,Gangwon-do,Gangneung,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800399,2020-01-20,Busan,Gangseo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800444,2020-01-20,Seoul,Gangseo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800517,2020-01-20,Gyeonggi-do,Gapyeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800499,2020-01-20,Gyeongsangnam-do,Geochang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800500,2020-01-20,Gyeongsangnam-do,Geoje,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800453,2020-01-20,Seoul,Geumcheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800400,2020-01-20,Busan,Geumjeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800401,2020-01-20,Busan,Gijang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800544,2020-01-20,Gyeongsangbuk-do,Gimcheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800501,2020-01-20,Gyeongsangnam-do,Gimhae,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800559,2020-01-20,Jeollabuk-do,Gimje,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800518,2020-01-20,Gyeonggi-do,Gimpo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800473,2020-01-20,Chungcheongbuk-do,Goesan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800545,2020-01-20,Gyeongsangbuk-do,Goryeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800495,2020-01-20,Gangwon-do,Goseong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800496,2020-01-20,Gyeongsangnam-do,Goseong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800519,2020-01-20,Gyeonggi-do,Goyang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800546,2020-01-20,Gyeongsangbuk-do,Gumi,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800520,2020-01-20,Gyeonggi-do,Gunpo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800560,2020-01-20,Jeollabuk-do,Gunsan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800521,2020-01-20,Gyeonggi-do,Guri,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800454,2020-01-20,Seoul,Guro,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800522,2020-01-20,Gyeonggi-do,Gwacheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800455,2020-01-20,Seoul,Gwanak,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800456,2020-01-20,Seoul,Gwangjin,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800423,2020-01-20,Gwangju,Gwangju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800511,2020-01-20,Gyeonggi-do,Gwangju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800523,2020-01-20,Gyeonggi-do,Gwangmyeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800564,2020-01-20,Jeollanam-do,Gwangyang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800547,2020-01-20,Gyeongsangbuk-do,Gyeongju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800548,2020-01-20,Gyeongsangbuk-do,Gyeongsan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800479,2020-01-20,Chungcheongnam-do,Gyeryong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800439,2020-01-20,Incheon,Gyeyang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800402,2020-01-20,Busan,Haeundae,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800502,2020-01-20,Gyeongsangnam-do,Haman,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800503,2020-01-20,Gyeongsangnam-do,Hamyang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800524,2020-01-20,Gyeonggi-do,Hanam,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800504,2020-01-20,Gyeongsangnam-do,Hapcheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800488,2020-01-20,Gangwon-do,Hoengseong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800480,2020-01-20,Chungcheongnam-do,Hongseong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800525,2020-01-20,Gyeonggi-do,Hwaseong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800565,2020-01-20,Jeollanam-do,Hwasun,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800526,2020-01-20,Gyeonggi-do,Icheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800561,2020-01-20,Jeollabuk-do,Iksan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800440,2020-01-20,Incheon,Incheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800489,2020-01-20,Gangwon-do,Inje,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800562,2020-01-20,Jeollabuk-do,Jangsu,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800558,2020-01-20,Jeju,Jeju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800563,2020-01-20,Jeollabuk-do,Jeonju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800474,2020-01-20,Chungcheongbuk-do,Jeungpyeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800475,2020-01-20,Chungcheongbuk-do,Jincheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800505,2020-01-20,Gyeongsangnam-do,Jinju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800457,2020-01-20,Seoul,Jongno,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800409,2020-01-20,Busan,Jung,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800414,2020-01-20,Daegu,Jung,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800427,2020-01-20,Ulsan,Jung,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800431,2020-01-20,Daejeon,Jung,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800436,2020-01-20,Incheon,Jung,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800445,2020-01-20,Seoul,Jung,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800458,2020-01-20,Seoul,Jungnang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800459,2020-01-20,Seoul,Mapo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800441,2020-01-20,Incheon,Michuhol,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800506,2020-01-20,Gyeongsangnam-do,Miryang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800566,2020-01-20,Jeollanam-do,Mokpo,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800567,2020-01-20,Jeollanam-do,Muan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800549,2020-01-20,Gyeongsangbuk-do,Mungyeong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800403,2020-01-20,Busan,Nam,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800412,2020-01-20,Daegu,Nam,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800421,2020-01-20,Gwangju,Nam,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800426,2020-01-20,Ulsan,Nam,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800442,2020-01-20,Incheon,Namdong,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800507,2020-01-20,Gyeongsangnam-do,Namhae,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800527,2020-01-20,Gyeonggi-do,Namyangju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800481,2020-01-20,Chungcheongnam-do,Nonsan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800460,2020-01-20,Seoul,Nowon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800528,2020-01-20,Gyeonggi-do,Osan,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800529,2020-01-20,Gyeonggi-do,Paju,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800530,2020-01-20,Gyeonggi-do,Pocheon,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800550,2020-01-20,Gyeongsangbuk-do,Pohang,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800531,2020-01-20,Gyeonggi-do,Pyeongtaek,All,0.0,0.0,0.0,0.0,0.0,0.0,0.0
