,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
437453,2020-01-20,Gyeongsangbuk-do,Andong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437426,2020-01-20,Gyeonggi-do,Ansan,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437427,2020-01-20,Gyeonggi-do,Anseong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437428,2020-01-20,Gyeonggi-do,Anyang,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437387,2020-01-20,Chungcheongnam-do,Asan,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437454,2020-01-20,Gyeongsangbuk-do,Bonghwa,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437429,2020-01-20,Gyeonggi-do,Bucheon,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437190,2020-01-20,Busan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437191,2020-01-20,Busan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437192,2020-01-20,Busan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437193,2020-01-20,Busan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437194,2020-01-20,Busan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437229,2020-01-20,Daegu,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437230,2020-01-20,Daegu,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437231,2020-01-20,Daegu,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437232,2020-01-20,Daegu,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437233,2020-01-20,Daegu,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437260,2020-01-20,Gwangju,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437261,2020-01-20,Gwangju,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437262,2020-01-20,Gwangju,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437263,2020-01-20,Gwangju,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437264,2020-01-20,Gwangju,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437283,2020-01-20,Ulsan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437284,2020-01-20,Ulsan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437285,2020-01-20,Ulsan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437286,2020-01-20,Ulsan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437287,2020-01-20,Ulsan,Buk,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437342,2020-01-20,Incheon,Bupyeong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437195,2020-01-20,Busan,Busan,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437196,2020-01-20,Busan,Busanjin,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437388,2020-01-20,Chungcheongnam-do,Buyeo,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437410,2020-01-20,Gyeongsangnam-do,Changnyeong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437411,2020-01-20,Gyeongsangnam-do,Changwon,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437389,2020-01-20,Chungcheongnam-do,Cheonan,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437455,2020-01-20,Gyeongsangbuk-do,Cheongdo,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437380,2020-01-20,Chungcheongbuk-do,Cheongju,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437456,2020-01-20,Gyeongsangbuk-do,Cheongsong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437396,2020-01-20,Gangwon-do,Cheorwon,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437457,2020-01-20,Gyeongsangbuk-do,Chilgok,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437397,2020-01-20,Gangwon-do,Chuncheon,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437381,2020-01-20,Chungcheongbuk-do,Chungju,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437323,2020-01-20,Daejeon,Daedeok,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437256,2020-01-20,Daegu,Daegu,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437257,2020-01-20,Daegu,Dalseo,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437258,2020-01-20,Daegu,Dalseong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437382,2020-01-20,Chungcheongbuk-do,Danyang,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437357,2020-01-20,Seoul,Dobong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437197,2020-01-20,Busan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437198,2020-01-20,Busan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437199,2020-01-20,Busan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437200,2020-01-20,Busan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437201,2020-01-20,Busan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437202,2020-01-20,Busan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437234,2020-01-20,Daegu,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437235,2020-01-20,Daegu,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437236,2020-01-20,Daegu,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437237,2020-01-20,Daegu,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437238,2020-01-20,Daegu,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437239,2020-01-20,Daegu,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437265,2020-01-20,Gwangju,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437266,2020-01-20,Gwangju,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437267,2020-01-20,Gwangju,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437268,2020-01-20,Gwangju,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437269,2020-01-20,Gwangju,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437270,2020-01-20,Gwangju,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437288,2020-01-20,Ulsan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437289,2020-01-20,Ulsan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437290,2020-01-20,Ulsan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437291,2020-01-20,Ulsan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437292,2020-01-20,Ulsan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437293,2020-01-20,Ulsan,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437306,2020-01-20,Daejeon,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437307,2020-01-20,Daejeon,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437308,2020-01-20,Daejeon,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437309,2020-01-20,Daejeon,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437310,2020-01-20,Daejeon,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
437311,2020-01-20,Daejeon,Dong,male,60.0,0.0,0.0,0.0,0.0,0.0,0.0
