,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
879230,2020-01-20,Gyeongsangbuk-do,Andong,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879203,2020-01-20,Gyeonggi-do,Ansan,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879204,2020-01-20,Gyeonggi-do,Anseong,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879205,2020-01-20,Gyeonggi-do,Anyang,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879182,2020-01-20,Chungcheongnam-do,Asan,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879231,2020-01-20,Gyeongsangbuk-do,Bonghwa,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879206,2020-01-20,Gyeonggi-do,Bucheon,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879100,2020-01-20,Busan,Buk,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879116,2020-01-20,Daegu,Buk,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879125,2020-01-20,Gwangju,Buk,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879130,2020-01-20,Ulsan,Buk,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879143,2020-01-20,Incheon,Bupyeong,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879101,2020-01-20,Busan,Busan,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879102,2020-01-20,Busan,Busanjin,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879183,2020-01-20,Chungcheongnam-do,Buyeo,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879249,2020-01-20,Gyeongsangnam-do,Changnyeong,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879250,2020-01-20,Gyeongsangnam-do,Changwon,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879184,2020-01-20,Chungcheongnam-do,Cheonan,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879232,2020-01-20,Gyeongsangbuk-do,Cheongdo,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879175,2020-01-20,Chungcheongbuk-do,Cheongju,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879233,2020-01-20,Gyeongsangbuk-do,Cheongsong,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
879191,2020-01-20,Gangwon-do,Cheorwon,All,100.0,0.0,0.0,0.0,0.0,0.0,0.0
