,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
53052,2020-01-20,Gyeongsangbuk-do,Andong,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53025,2020-01-20,Gyeonggi-do,Ansan,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53026,2020-01-20,Gyeonggi-do,Anseong,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53027,2020-01-20,Gyeonggi-do,Anyang,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53002,2020-01-20,Chungcheongnam-do,Asan,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53053,2020-01-20,Gyeongsangbuk-do,Bonghwa,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53028,2020-01-20,Gyeonggi-do,Bucheon,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52805,2020-01-20,Busan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52806,2020-01-20,Busan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52807,2020-01-20,Busan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52808,2020-01-20,Busan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52809,2020-01-20,Busan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52844,2020-01-20,Daegu,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52845,2020-01-20,Daegu,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52846,2020-01-20,Daegu,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52847,2020-01-20,Daegu,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52848,2020-01-20,Daegu,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52875,2020-01-20,Gwangju,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52876,2020-01-20,Gwangju,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52877,2020-01-20,Gwangju,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52878,2020-01-20,Gwangju,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52879,2020-01-20,Gwangju,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52898,2020-01-20,Ulsan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52899,2020-01-20,Ulsan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52900,2020-01-20,Ulsan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52901,2020-01-20,Ulsan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52902,2020-01-20,Ulsan,Buk,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52957,2020-01-20,Incheon,Bupyeong,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52810,2020-01-20,Busan,Busan,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52811,2020-01-20,Busan,Busanjin,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53003,2020-01-20,Chungcheongnam-do,Buyeo,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53071,2020-01-20,Gyeongsangnam-do,Changnyeong,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53072,2020-01-20,Gyeongsangnam-do,Changwon,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53004,2020-01-20,Chungcheongnam-do,Cheonan,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53054,2020-01-20,Gyeongsangbuk-do,Cheongdo,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52995,2020-01-20,Chungcheongbuk-do,Cheongju,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53055,2020-01-20,Gyeongsangbuk-do,Cheongsong,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53011,2020-01-20,Gangwon-do,Cheorwon,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
53056,2020-01-20,Gyeongsangbuk-do,Chilgok,male,20.0,0.0,0.0,0.0,0.0,0.0,0.0
