,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
289052,2020-01-20,Gyeongsangbuk-do,Andong,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289025,2020-01-20,Gyeonggi-do,Ansan,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289026,2020-01-20,Gyeonggi-do,Anseong,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289027,2020-01-20,Gyeonggi-do,Anyang,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289002,2020-01-20,Chungcheongnam-do,Asan,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289053,2020-01-20,Gyeongsangbuk-do,Bonghwa,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289028,2020-01-20,Gyeonggi-do,Bucheon,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288805,2020-01-20,Busan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288806,2020-01-20,Busan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288807,2020-01-20,Busan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288808,2020-01-20,Busan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288809,2020-01-20,Busan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288844,2020-01-20,Daegu,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288845,2020-01-20,Daegu,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288846,2020-01-20,Daegu,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288847,2020-01-20,Daegu,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288848,2020-01-20,Daegu,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288875,2020-01-20,Gwangju,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288876,2020-01-20,Gwangju,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288877,2020-01-20,Gwangju,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288878,2020-01-20,Gwangju,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288879,2020-01-20,Gwangju,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288898,2020-01-20,Ulsan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288899,2020-01-20,Ulsan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288900,2020-01-20,Ulsan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288901,2020-01-20,Ulsan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288902,2020-01-20,Ulsan,Buk,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288957,2020-01-20,Incheon,Bupyeong,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288810,2020-01-20,Busan,Busan,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288811,2020-01-20,Busan,Busanjin,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289003,2020-01-20,Chungcheongnam-do,Buyeo,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289071,2020-01-20,Gyeongsangnam-do,Changnyeong,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289072,2020-01-20,Gyeongsangnam-do,Changwon,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289004,2020-01-20,Chungcheongnam-do,Cheonan,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289054,2020-01-20,Gyeongsangbuk-do,Cheongdo,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288995,2020-01-20,Chungcheongbuk-do,Cheongju,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289055,2020-01-20,Gyeongsangbuk-do,Cheongsong,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289011,2020-01-20,Gangwon-do,Cheorwon,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289056,2020-01-20,Gyeongsangbuk-do,Chilgok,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
289012,2020-01-20,Gangwon-do,Chuncheon,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
288996,2020-01-20,Chungcheongbuk-do,Chungju,female,40.0,0.0,0.0,0.0,0.0,0.0,0.0
