,date,province,city,sex,age,city_cases,province_cases,total_city_cases,total_province_cases,proportion_city,proportion_province
840880,2020-01-20,Gyeongsangbuk-do,Andong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840853,2020-01-20,Gyeonggi-do,Ansan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840854,2020-01-20,Gyeonggi-do,Anseong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840855,2020-01-20,Gyeonggi-do,Anyang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840832,2020-01-20,Chungcheongnam-do,Asan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840881,2020-01-20,Gyeongsangbuk-do,Bonghwa,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840856,2020-01-20,Gyeonggi-do,Bucheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840750,2020-01-20,Busan,Buk,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840766,2020-01-20,Daegu,Buk,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840775,2020-01-20,Gwangju,Buk,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840780,2020-01-20,Ulsan,Buk,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840793,2020-01-20,Incheon,Bupyeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840751,2020-01-20,Busan,Busan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840752,2020-01-20,Busan,Busanjin,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840833,2020-01-20,Chungcheongnam-do,Buyeo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840899,2020-01-20,Gyeongsangnam-do,Changnyeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840900,2020-01-20,Gyeongsangnam-do,Changwon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840834,2020-01-20,Chungcheongnam-do,Cheonan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840882,2020-01-20,Gyeongsangbuk-do,Cheongdo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840825,2020-01-20,Chungcheongbuk-do,Cheongju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840883,2020-01-20,Gyeongsangbuk-do,Cheongsong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840841,2020-01-20,Gangwon-do,Cheorwon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840884,2020-01-20,Gyeongsangbuk-do,Chilgok,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840842,2020-01-20,Gangwon-do,Chuncheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840826,2020-01-20,Chungcheongbuk-do,Chungju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840788,2020-01-20,Daejeon,Daedeok,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840770,2020-01-20,Daegu,Daegu,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840771,2020-01-20,Daegu,Dalseo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840772,2020-01-20,Daegu,Dalseong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840827,2020-01-20,Chungcheongbuk-do,Danyang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840802,2020-01-20,Seoul,Dobong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840753,2020-01-20,Busan,Dong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840767,2020-01-20,Daegu,Dong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840776,2020-01-20,Gwangju,Dong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840781,2020-01-20,Ulsan,Dong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840785,2020-01-20,Daejeon,Dong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840790,2020-01-20,Incheon,Dong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840803,2020-01-20,Seoul,Dongdaemun,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840857,2020-01-20,Gyeonggi-do,Dongducheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840804,2020-01-20,Seoul,Dongjak,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840754,2020-01-20,Busan,Dongnae,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840828,2020-01-20,Chungcheongbuk-do,Eumseong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840805,2020-01-20,Seoul,Eunpyeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840806,2020-01-20,Seoul,Gangbuk,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840807,2020-01-20,Seoul,Gangdong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840794,2020-01-20,Incheon,Ganghwa,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840808,2020-01-20,Seoul,Gangnam,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840843,2020-01-20,Gangwon-do,Gangneung,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840755,2020-01-20,Busan,Gangseo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840800,2020-01-20,Seoul,Gangseo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840858,2020-01-20,Gyeonggi-do,Gapyeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840901,2020-01-20,Gyeongsangnam-do,Geochang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840902,2020-01-20,Gyeongsangnam-do,Geoje,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840809,2020-01-20,Seoul,Geumcheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840756,2020-01-20,Busan,Geumjeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840757,2020-01-20,Busan,Gijang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840885,2020-01-20,Gyeongsangbuk-do,Gimcheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840903,2020-01-20,Gyeongsangnam-do,Gimhae,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840915,2020-01-20,Jeollabuk-do,Gimje,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840859,2020-01-20,Gyeonggi-do,Gimpo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840829,2020-01-20,Chungcheongbuk-do,Goesan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840886,2020-01-20,Gyeongsangbuk-do,Goryeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840851,2020-01-20,Gangwon-do,Goseong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840904,2020-01-20,Gyeongsangnam-do,Goseong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840860,2020-01-20,Gyeonggi-do,Goyang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840887,2020-01-20,Gyeongsangbuk-do,Gumi,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840861,2020-01-20,Gyeonggi-do,Gunpo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840916,2020-01-20,Jeollabuk-do,Gunsan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840862,2020-01-20,Gyeonggi-do,Guri,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840810,2020-01-20,Seoul,Guro,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840863,2020-01-20,Gyeonggi-do,Gwacheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840811,2020-01-20,Seoul,Gwanak,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840812,2020-01-20,Seoul,Gwangjin,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840779,2020-01-20,Gwangju,Gwangju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840852,2020-01-20,Gyeonggi-do,Gwangju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840864,2020-01-20,Gyeonggi-do,Gwangmyeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840920,2020-01-20,Jeollanam-do,Gwangyang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840888,2020-01-20,Gyeongsangbuk-do,Gyeongju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840889,2020-01-20,Gyeongsangbuk-do,Gyeongsan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840835,2020-01-20,Chungcheongnam-do,Gyeryong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840795,2020-01-20,Incheon,Gyeyang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840758,2020-01-20,Busan,Haeundae,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840905,2020-01-20,Gyeongsangnam-do,Haman,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840906,2020-01-20,Gyeongsangnam-do,Hamyang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840865,2020-01-20,Gyeonggi-do,Hanam,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840907,2020-01-20,Gyeongsangnam-do,Hapcheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840844,2020-01-20,Gangwon-do,Hoengseong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840836,2020-01-20,Chungcheongnam-do,Hongseong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840866,2020-01-20,Gyeonggi-do,Hwaseong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840921,2020-01-20,Jeollanam-do,Hwasun,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840867,2020-01-20,Gyeonggi-do,Icheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840917,2020-01-20,Jeollabuk-do,Iksan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840796,2020-01-20,Incheon,Incheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840845,2020-01-20,Gangwon-do,Inje,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840918,2020-01-20,Jeollabuk-do,Jangsu,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840914,2020-01-20,Jeju,Jeju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840919,2020-01-20,Jeollabuk-do,Jeonju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840830,2020-01-20,Chungcheongbuk-do,Jeungpyeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840831,2020-01-20,Chungcheongbuk-do,Jincheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840908,2020-01-20,Gyeongsangnam-do,Jinju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840813,2020-01-20,Seoul,Jongno,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840765,2020-01-20,Busan,Jung,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840773,2020-01-20,Daegu,Jung,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840783,2020-01-20,Ulsan,Jung,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840787,2020-01-20,Daejeon,Jung,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840792,2020-01-20,Incheon,Jung,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840801,2020-01-20,Seoul,Jung,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840814,2020-01-20,Seoul,Jungnang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840815,2020-01-20,Seoul,Mapo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840797,2020-01-20,Incheon,Michuhol,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840909,2020-01-20,Gyeongsangnam-do,Miryang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840922,2020-01-20,Jeollanam-do,Mokpo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840923,2020-01-20,Jeollanam-do,Muan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840890,2020-01-20,Gyeongsangbuk-do,Mungyeong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840759,2020-01-20,Busan,Nam,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840768,2020-01-20,Daegu,Nam,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840777,2020-01-20,Gwangju,Nam,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840782,2020-01-20,Ulsan,Nam,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840798,2020-01-20,Incheon,Namdong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840910,2020-01-20,Gyeongsangnam-do,Namhae,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840868,2020-01-20,Gyeonggi-do,Namyangju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840837,2020-01-20,Chungcheongnam-do,Nonsan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840816,2020-01-20,Seoul,Nowon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840869,2020-01-20,Gyeonggi-do,Osan,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840870,2020-01-20,Gyeonggi-do,Paju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840871,2020-01-20,Gyeonggi-do,Pocheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840891,2020-01-20,Gyeongsangbuk-do,Pohang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840872,2020-01-20,Gyeonggi-do,Pyeongtaek,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840911,2020-01-20,Gyeongsangnam-do,Sacheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840760,2020-01-20,Busan,Saha,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840846,2020-01-20,Gangwon-do,Samcheok,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840912,2020-01-20,Gyeongsangnam-do,Sancheong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840892,2020-01-20,Gyeongsangbuk-do,Sangju,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840761,2020-01-20,Busan,Sasang,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840926,2020-01-20,Sejong,Sejong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840762,2020-01-20,Busan,Seo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840769,2020-01-20,Daegu,Seo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840778,2020-01-20,Gwangju,Seo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840786,2020-01-20,Daejeon,Seo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840791,2020-01-20,Incheon,Seo,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840838,2020-01-20,Chungcheongnam-do,Seocheon,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840817,2020-01-20,Seoul,Seocho,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840818,2020-01-20,Seoul,Seodaemun,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840819,2020-01-20,Seoul,Seongbuk,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
840820,2020-01-20,Seoul,Seongdong,All,20.0,0.0,0.0,0.0,0.0,0.0,0.0
